sale_id,sale_date,year,quarter,month,country,region,city,product_name,category,storage,color,unit_price_usd,discount_pct,units_sold,discounted_price_usd,revenue_usd,currency,fx_rate_to_usd,revenue_local_currency,sales_channel,payment_method,customer_segment,customer_age_group,previous_device_os,customer_rating,return_status
APPL-00008200,2024-12-19,2024,Q4,December,Saudi Arabia,Middle East,Jubail,Apple Watch Ultra 2,Apple Watch,,Product Red,855.7,0,2,855.7,1711.4,SAR,3.75,6417.75,Third-Party Retailer,Gift Card,Education,25–34,,4.2,Returned
APPL-00008325,2023-07-15,2023,Q3,July,Saudi Arabia,Middle East,Taif,Apple Watch SE (2nd Gen),Apple Watch,,Starlight,249.47,0,1,249.47,249.47,SAR,3.75,935.51,Corporate / B2B,Net Banking,Education,18–24,,4.3,Kept
APPL-00008105,2023-08-10,2023,Q3,August,Saudi Arabia,Middle East,Buraidah,HomePod (2nd Gen),Accessories,,Black,314.46,0,1,314.46,314.46,SAR,3.75,1179.22,Corporate / B2B,Cash,Education,45–54,,3.6,Kept
APPL-00008272,2023-08-20,2023,Q3,August,Saudi Arabia,Middle East,Riyadh,Magic Keyboard,Accessories,,White,97.81,0,3,97.81,293.43,SAR,3.75,1100.36,Apple Store,Apple Pay,Government,55+,,,Kept
APPL-00010799,2024-08-11,2024,Q3,August,UAE,Middle East,Umm Al Quwain,Apple Watch SE (2nd Gen),Apple Watch,,Black Titanium,245.67,0,1,245.67,245.67,AED,3.67,901.61,Authorized Reseller,Apple Pay,Government,25–34,,3.0,Kept
APPL-00010644,2022-01-13,2022,Q1,January,UAE,Middle East,Dubai,iPhone 13 Mini,iPhone,128 GB,Deep Purple,644.52,0,2,644.52,1289.04,AED,3.67,4730.78,Online (Apple.com),EMI / Installment,Government,35–44,Android,4.8,Kept
APPL-00010710,2024-09-25,2024,Q3,September,UAE,Middle East,Fujairah,Mac mini (M2),Mac,2 TB SSD,Space Gray,555.07,10,1,499.56,499.56,AED,3.67,1833.39,Apple Store,Debit Card,Individual,55+,,,Kept
APPL-00010748,2022-07-06,2022,Q3,July,UAE,Middle East,Sharjah,AirPods Max,AirPods,,White,519.45,0,1,519.45,519.45,AED,3.67,1906.38,Corporate / B2B,Apple Pay,Business,18–24,,4.0,Kept
APPL-00008180,2022-09-10,2022,Q3,September,Saudi Arabia,Middle East,Jubail,iPhone 15 Plus,iPhone,1 TB,Natural Titanium,954.17,5,1,906.46,906.46,SAR,3.75,3399.23,Corporate / B2B,Gift Card,Individual,25–34,Android,4.4,Kept
APPL-00008126,2022-08-18,2022,Q3,August,Saudi Arabia,Middle East,Dammam,Apple Watch SE (2nd Gen),Apple Watch,,Natural,262.28,5,1,249.17,249.17,SAR,3.75,934.39,Online (Apple.com),Apple Pay,Education,55+,,,Kept
APPL-00010652,2022-10-16,2022,Q4,October,UAE,Middle East,Dubai,Apple Watch Ultra 2,Apple Watch,,Starlight,845.13,0,1,845.13,845.13,AED,3.67,3101.63,Online (Apple.com),Credit Card,Government,35–44,,,Kept
APPL-00008186,2023-02-05,2023,Q1,February,Saudi Arabia,Middle East,Jubail,iPhone SE (3rd Gen),iPhone,1 TB,Black Titanium,434.11,0,1,434.11,434.11,SAR,3.75,1627.91,Apple Store,Debit Card,Business,45–54,iOS 16,4.4,Kept
APPL-00010568,2022-06-29,2022,Q2,June,UAE,Middle East,Abu Dhabi,MacBook Air 15-inch (M2),Mac,1 TB SSD,Starlight,1402.36,0,2,1402.36,2804.72,AED,3.67,10293.32,Third-Party Retailer,EMI / Installment,Individual,18–24,,4.3,Exchanged
APPL-00010624,2022-05-02,2022,Q2,May,UAE,Middle East,Al Ain,iPhone 14,iPhone,256 GB,Blue Titanium,747.0,3,3,724.59,2173.77,AED,3.67,7977.74,Online (Apple.com),Debit Card,Individual,35–44,iOS 17,4.6,Kept
APPL-00008197,2024-09-23,2024,Q3,September,Saudi Arabia,Middle East,Jubail,Apple Watch SE (2nd Gen),Apple Watch,,Yellow,245.29,15,1,208.5,208.5,SAR,3.75,781.88,Third-Party Retailer,Net Banking,Individual,55+,,3.3,Kept
APPL-00010800,2024-09-13,2024,Q3,September,UAE,Middle East,Umm Al Quwain,iPhone SE (3rd Gen),iPhone,256 GB,Natural Titanium,435.3,7,1,404.83,404.83,AED,3.67,1485.73,Online (Apple.com),Credit Card,Individual,45–54,New User,,Kept
APPL-00008129,2022-11-17,2022,Q4,November,Saudi Arabia,Middle East,Dammam,MagSafe Charger,Accessories,,Black,37.64,0,2,37.64,75.28,SAR,3.75,282.3,Third-Party Retailer,Debit Card,Education,55+,,4.0,Kept
APPL-00008250,2023-01-28,2023,Q1,January,Saudi Arabia,Middle East,Medina,iPhone 15 Pro Max,iPhone,1 TB,Natural Titanium,1288.06,0,4,1288.06,5152.24,SAR,3.75,19320.9,Corporate / B2B,Credit Card,Business,55+,Other,4.4,Kept
APPL-00010629,2022-07-06,2022,Q3,July,UAE,Middle East,Al Ain,Magic Mouse,Accessories,,Silver,84.74,15,7,72.03,504.21,AED,3.67,1850.45,Apple Store,Debit Card,Individual,18–24,,,Kept
APPL-00010790,2023-10-10,2023,Q4,October,UAE,Middle East,Umm Al Quwain,iPhone 15,iPhone,128 GB,Green,818.94,15,1,696.1,696.1,AED,3.67,2554.69,Authorized Reseller,Debit Card,Government,45–54,iOS 17,,Kept
APPL-00008173,2024-10-09,2024,Q4,October,Saudi Arabia,Middle East,Jeddah,Apple Watch Ultra 2,Apple Watch,,Yellow,862.08,0,1,862.08,862.08,SAR,3.75,3232.8,Third-Party Retailer,Apple Pay,Education,25–34,,3.8,Returned
APPL-00008166,2024-06-23,2024,Q2,June,Saudi Arabia,Middle East,Jeddah,MagSafe Charger,Accessories,,Silver,38.77,10,5,34.89,174.45,SAR,3.75,654.19,Carrier Store,Net Banking,Business,45–54,,,Kept
APPL-00008169,2024-08-01,2024,Q3,August,Saudi Arabia,Middle East,Jeddah,iPhone 15 Pro,iPhone,512 GB,Yellow,1035.65,15,1,880.3,880.3,SAR,3.75,3301.12,Third-Party Retailer,Apple Pay,Education,35–44,iOS 15,4.1,Kept
APPL-00010621,2022-01-12,2022,Q1,January,UAE,Middle East,Al Ain,Apple TV 4K (3rd Gen),Accessories,,White,125.34,3,2,121.58,243.16,AED,3.67,892.4,Third-Party Retailer,Debit Card,Individual,45–54,,4.7,Kept
APPL-00010759,2023-07-02,2023,Q3,July,UAE,Middle East,Sharjah,MacBook Pro 14-inch (M3),Mac,512 GB SSD,Starlight,1929.8,0,1,1929.8,1929.8,AED,3.67,7082.37,Third-Party Retailer,Debit Card,Business,18–24,,,Kept
APPL-00008174,2022-03-20,2022,Q1,March,Saudi Arabia,Middle East,Jubail,iPhone 15,iPhone,128 GB,Deep Purple,790.55,0,1,790.55,790.55,SAR,3.75,2964.56,Apple Store,Net Banking,Individual,45–54,iOS 15,4.1,Kept
APPL-00008096,2022-03-18,2022,Q1,March,Saudi Arabia,Middle East,Buraidah,iPhone 14 Pro Max,iPhone,256 GB,Black Titanium,1026.99,7,3,955.1,2865.3,SAR,3.75,10744.88,Corporate / B2B,Credit Card,Government,55+,iOS 15,,Kept
APPL-00008107,2023-10-05,2023,Q4,October,Saudi Arabia,Middle East,Buraidah,iPhone SE (3rd Gen),iPhone,1 TB,Black,397.44,5,3,377.57,1132.71,SAR,3.75,4247.66,Corporate / B2B,Gift Card,Business,45–54,iOS 16,3.2,Kept
APPL-00010798,2024-08-08,2024,Q3,August,UAE,Middle East,Umm Al Quwain,MacBook Air 15-inch (M2),Mac,1 TB SSD,Midnight,1315.07,0,1,1315.07,1315.07,AED,3.67,4826.31,Authorized Reseller,Debit Card,Education,25–34,,,Kept
APPL-00010615,2024-01-05,2024,Q1,January,UAE,Middle East,Ajman,MacBook Air 13-inch (M2),Mac,1 TB SSD,Starlight,1042.96,0,3,1042.96,3128.88,AED,3.67,11482.99,Online (Apple.com),Net Banking,Government,25–34,,,Kept
APPL-00010681,2022-03-05,2022,Q1,March,UAE,Middle East,Fujairah,iPhone 15 Pro Max,iPhone,64 GB,Black,1203.85,0,4,1203.85,4815.4,AED,3.67,17672.52,Apple Store,Apple Pay,Business,25–34,Other,3.5,Exchanged
APPL-00008233,2023-10-28,2023,Q4,October,Saudi Arabia,Middle East,Mecca,iPhone 15,iPhone,128 GB,Silver,764.67,0,1,764.67,764.67,SAR,3.75,2867.51,Authorized Reseller,Net Banking,Individual,45–54,iOS 15,3.3,Kept
APPL-00010788,2023-06-24,2023,Q2,June,UAE,Middle East,Umm Al Quwain,MagSafe Charger,Accessories,,White,37.74,15,3,32.08,96.24,AED,3.67,353.2,Apple Store,Gift Card,Individual,45–54,,4.4,Kept
APPL-00008305,2023-04-09,2023,Q2,April,Saudi Arabia,Middle East,Tabuk,iPhone SE (3rd Gen),iPhone,64 GB,Product Red,395.67,3,1,383.8,383.8,SAR,3.75,1439.25,Online (Apple.com),Apple Pay,Government,55+,iOS 17,,Kept
APPL-00008151,2022-08-13,2022,Q3,August,Saudi Arabia,Middle East,Jeddah,MagSafe Charger,Accessories,,Black,39.79,7,1,37.0,37.0,SAR,3.75,138.75,Corporate / B2B,Debit Card,Business,25–34,,5.0,Kept
APPL-00010702,2023-12-19,2023,Q4,December,UAE,Middle East,Fujairah,iPhone SE (3rd Gen),iPhone,64 GB,Black,459.49,0,1,459.49,459.49,AED,3.67,1686.33,Corporate / B2B,Apple Pay,Education,25–34,iOS 15,4.4,Kept
APPL-00008114,2024-08-12,2024,Q3,August,Saudi Arabia,Middle East,Buraidah,USB-C Woven Charge Cable,Accessories,,Silver,27.62,15,1,23.48,23.48,SAR,3.75,88.05,Third-Party Retailer,Net Banking,Individual,18–24,,4.8,Kept
APPL-00008159,2023-05-03,2023,Q2,May,Saudi Arabia,Middle East,Jeddah,MacBook Pro 16-inch (M3 Pro),Mac,512 GB SSD,Starlight,2534.42,5,1,2407.7,2407.7,SAR,3.75,9028.88,Corporate / B2B,Debit Card,Education,45–54,,,Kept
APPL-00008164,2023-10-11,2023,Q4,October,Saudi Arabia,Middle East,Jeddah,Apple Pencil (2nd Gen),Accessories,,White,125.43,3,1,121.67,121.67,SAR,3.75,456.26,Corporate / B2B,Apple Pay,Government,35–44,,3.2,Kept
APPL-00010591,2024-10-31,2024,Q4,October,UAE,Middle East,Abu Dhabi,Apple Pencil (1st Gen),Accessories,,White,91.31,0,4,91.31,365.24,AED,3.67,1340.43,Corporate / B2B,Debit Card,Business,25–34,,,Kept
APPL-00008227,2022-12-24,2022,Q4,December,Saudi Arabia,Middle East,Mecca,AirPods (3rd Gen),AirPods,,White,160.81,10,1,144.73,144.73,SAR,3.75,542.74,Third-Party Retailer,Debit Card,Education,18–24,,3.8,Kept
APPL-00008135,2023-03-30,2023,Q1,March,Saudi Arabia,Middle East,Dammam,iPad Pro 11-inch (M2),iPad,64 GB,Silver,857.41,3,1,831.69,831.69,SAR,3.75,3118.84,Authorized Reseller,Cash,Education,35–44,,3.9,Kept
APPL-00008323,2023-02-06,2023,Q1,February,Saudi Arabia,Middle East,Taif,MacBook Air 13-inch (M2),Mac,1 TB SSD,Silver,1036.49,3,8,1005.4,8043.2,SAR,3.75,30162.0,Third-Party Retailer,EMI / Installment,Individual,45–54,,3.6,Returned
APPL-00010776,2022-08-22,2022,Q3,August,UAE,Middle East,Umm Al Quwain,iPhone 13 Pro,iPhone,256 GB,Midnight,838.58,5,3,796.65,2389.95,AED,3.67,8771.12,Corporate / B2B,Apple Pay,Government,35–44,New User,4.8,Kept
APPL-00008249,2023-01-01,2023,Q1,January,Saudi Arabia,Middle East,Medina,Apple Pencil (1st Gen),Accessories,,White,92.51,0,7,92.51,647.57,SAR,3.75,2428.39,Carrier Store,Apple Pay,Individual,45–54,,4.4,Kept
APPL-00010771,2024-11-18,2024,Q4,November,UAE,Middle East,Sharjah,Apple Pencil (2nd Gen),Accessories,,Space Gray,121.58,0,1,121.58,121.58,AED,3.67,446.2,Authorized Reseller,Credit Card,Business,45–54,,,Kept
APPL-00010600,2022-06-12,2022,Q2,June,UAE,Middle East,Ajman,AirPods (2nd Gen),AirPods,,Starlight,120.37,3,1,116.76,116.76,AED,3.67,428.51,Online (Apple.com),Cash,Government,35–44,,4.3,Kept
APPL-00008278,2024-01-17,2024,Q1,January,Saudi Arabia,Middle East,Riyadh,MacBook Air 15-inch (M2),Mac,1 TB SSD,Gold,1236.33,7,1,1149.79,1149.79,SAR,3.75,4311.71,Carrier Store,Apple Pay,Business,55+,,5.0,Kept
APPL-00008236,2024-06-29,2024,Q2,June,Saudi Arabia,Middle East,Mecca,MacBook Pro 14-inch (M3),Mac,1 TB SSD,Silver,1936.51,3,1,1878.41,1878.41,SAR,3.75,7044.04,Corporate / B2B,Cash,Business,35–44,,3.2,Kept
APPL-00010718,2022-07-13,2022,Q3,July,UAE,Middle East,Ras Al Khaimah,iPhone 15 Pro Max,iPhone,128 GB,Silver,1186.29,0,2,1186.29,2372.58,AED,3.67,8707.37,Authorized Reseller,Apple Pay,Individual,55+,iOS 17,3.9,Exchanged
APPL-00010796,2024-06-08,2024,Q2,June,UAE,Middle East,Umm Al Quwain,AirPods (3rd Gen),AirPods,,White,175.67,0,1,175.67,175.67,AED,3.67,644.71,Corporate / B2B,Gift Card,Government,25–34,,,Kept
APPL-00010789,2023-07-25,2023,Q3,July,UAE,Middle East,Umm Al Quwain,AirPods Max,AirPods,,White,536.25,0,3,536.25,1608.75,AED,3.67,5904.11,Online (Apple.com),Cash,Individual,55+,,4.8,Kept
APPL-00010758,2023-06-27,2023,Q2,June,UAE,Middle East,Sharjah,Magic Trackpad,Accessories,,Black,137.43,0,3,137.43,412.29,AED,3.67,1513.1,Authorized Reseller,Cash,Individual,35–44,,3.5,Kept
APPL-00010725,2023-04-08,2023,Q2,April,UAE,Middle East,Ras Al Khaimah,HomePod mini,Accessories,,Black,99.66,7,1,92.68,92.68,AED,3.67,340.14,Online (Apple.com),Credit Card,Business,25–34,,,Kept
